Course Name,Course Code,Component,Major,Room,Day,Start Time,End Time,Seats,Faculty,L/T/P Hour,Open as UWE,Type,Class Notes
"Science,Tech. & Int. Relations",INT205,LEC1,INT2YR,,TTh,9:00 AM,10:30 AM,50,"Jabin Thomas Jacob[20501014],
",3,YES,,
"Science,Tech. & Int. Relations",INT205,TUT1,INT2YR,,W,1:00 PM,2:00 PM,50,"Jabin Thomas Jacob[20501014],
",1,YES,,
Globalization in Critical Per.,INT218,LEC1,INT2YR,,MW,8:00 AM,9:30 AM,35,"Priyanka  Pandit[20501601],
",3,YES,Major Elective,
Globalization in Critical Per.,INT218,TUT1,INT2YR,,F,1:00 PM,2:00 PM,35,"Priyanka  Pandit[20501601],
",1,YES,Major Elective,
Intl. Law & World Politics,INT301,LEC1,INT2YR,,TTh,3:30 PM,5:00 PM,40,"Siddharth  Mallavarapu[20500876],
",3,YES,,
Intl. Law & World Politics,INT301,TUT1,INT2YR,,W,3:00 PM,4:00 PM,40,"Siddharth  Mallavarapu[20500876],
",1,YES,,
Science Diplomacy,INT342,LEC1,INT3YR,,ThF,9:30 AM,11:00 AM,20,"Rajeswari Sarala Raina[20500660],
",3,YES,Major Elective,
Science Diplomacy,INT342,TUT1,INT3YR,,W,2:00 PM,3:00 PM,20,"Rajeswari Sarala Raina[20500660],
",1,YES,Major Elective,
Islam in Global Politics,INT350,LEC1,INT3YR,,TTh,2:00 PM,3:30 PM,25,"Medha  .[20501185],
",3,YES,Major Elective,
Islam in Global Politics,INT350,TUT1,INT3YR,,W,3:00 PM,4:00 PM,25,"Medha  .[20501185],
",1,YES,Major Elective,
The Making of Nuclear Order...,INT354,LEC1,INT3YR,,MW,9:30 AM,11:00 AM,35,Kapil Patil,3,YES,Major Elective,
The Making of Nuclear Order...,INT354,TUT1,INT3YR,,M,2:00 PM,3:00 PM,35,Kapil Patil,1,YES,Major Elective,
Central Eurasian Empires: their rise & rule 1200-1900,INT353,LEC1,INT3YR INT4YR,,TTh,3:30 PM,5:00 PM,30,Siddiq Wahid,3,YES,Major Elective,
Central Eurasian Empires: their rise & rule 1200-1900,INT353,TUT1,INT3YR INT4YR,,W,4:00 PM,5:00 PM,30,Siddiq Wahid,1,YES,Major Elective,
Intro to Info Sys and Ope Mgmt,ISM101,LEC1,BMS11,,MW,1:00 PM,2:30 PM,70,"Avinash  Samvedi[20501683],
",3,NO,,
Intro to Info Sys and Ope Mgmt,ISM101,LEC2,BMS12,,MW,9:30 AM,11:00 AM,70,"Vallurupalli  Vamsi[20501450],
",3,NO,,
Basic Probability and Stats.,MAT084,LEC1,BIO1YR,,MW,9:30 AM,11:00 AM,40,"Neelesh Naresh Dahanukar[20501487],
",3,YES,,
Basic Probability and Stats.,MAT084,TUT1,BIO1YR,,M,1:00 PM,2:00 PM,40,"Neelesh Naresh Dahanukar[20501487],
",1,YES,,
Calculus II,MAT102,LEC1,MAT1YR PHY1YR ECO1YR ENF1YR ECO2YR ENF2YR,,MW,11:00 AM,12:30 PM,300,"Amber  Habib[20500009],
",3,YES,,
Calculus II,MAT102,TUT1,MAT1YR,,W,4:00 PM,5:00 PM,30,"Amber  Habib[20500009],
",1,YES,,
Calculus II,MAT102,TUT2,ECO11,,W,6:00 PM,7:00 PM,30,,1,YES,,
Calculus II,MAT102,TUT3,ECO12,,W,6:00 PM,7:00 PM,30,,1,YES,,
Calculus II,MAT102,TUT4,ENF11,,M,6:00 PM,7:00 PM,30,,1,YES,,
Calculus II,MAT102,TUT5,ENF12,,M,6:00 PM,7:00 PM,30,,1,YES,,
Calculus II,MAT102,TUT6,ECO2YR,,F,5:00 PM,6:00 PM,30,,1,YES,,
Calculus II,MAT102,TUT7,ENF21,,M,6:00 PM,7:00 PM,30,,1,YES,,
Calculus II,MAT102,TUT8,ENF22,,W,6:00 PM,7:00 PM,30,,1,YES,,
Calculus II,MAT102,TUT9,PHY1YR,,W,1:00 PM,2:00 PM,30,"Amber  Habib[20500009],
",1,YES,,
Calculus II,MAT102,TUT10,UWE,,W,5:00 PM,6:00 PM,30,,1,YES,,
Mathematical Methods II,MAT104,LEC1,CSD11 CSD12 CSD13 CSD14 ECE11 ECE12 ECE13 MED11 MED12 CED1YR CHD1YR,,MW,9:30 AM,11:00 AM,300,"Ajit  Kumar[20500008],
",3,NO,,
Mathematical Methods II,MAT104,TUT1,CSD11,,F,5:00 PM,6:00 PM,30,,1,NO,,
Mathematical Methods II,MAT104,TUT2,CSD12,,M,5:00 PM,6:00 PM,30,,1,NO,,
Mathematical Methods II,MAT104,TUT3,CSD13,,F,5:00 PM,6:00 PM,30,,1,NO,,
Mathematical Methods II,MAT104,TUT4,CSD14,,M,6:00 PM,7:00 PM,30,,1,NO,,
Mathematical Methods II,MAT104,TUT5,ECE11,,M,5:00 PM,6:00 PM,30,,1,NO,,
Mathematical Methods II,MAT104,TUT6,ECE12,,W,5:00 PM,6:00 PM,30,,1,NO,,
Mathematical Methods II,MAT104,TUT7,ECE13,,F,5:00 PM,6:00 PM,30,,1,NO,,
Mathematical Methods II,MAT104,TUT8,MED11 CED1YR,,M,6:00 PM,7:00 PM,30,,1,NO,,
Mathematical Methods II,MAT104,TUT9,MED12,,W,6:00 PM,7:00 PM,30,,1,NO,,
Mathematical Methods II,MAT104,TUT10,CHD1YR,,W,5:00 PM,6:00 PM,30,,1,NO,,
Vector Calculus and Geometry,MAT132,LEC1,MAT1YR,,TTh,2:00 PM,3:30 PM,30,"Pradip  Kumar[20500271],
",3,YES,,
Vector Calculus and Geometry,MAT132,TUT1,MAT1YR,,W,2:00 PM,3:00 PM,30,"Pradip  Kumar[20500271],
",1,YES,,
Mathematical Modelling,MAT150,LEC1,MAT1YR,,MW,8:00 AM,9:30 AM,30,"Qazi Azhad Jamal[20501762],
",3,YES,,
Mathematical Modelling,MAT150,TUT1,MAT1YR,,M,2:00 PM,3:00 PM,30,"Qazi Azhad Jamal[20501762],
",1,YES,,
Applied Linear Algebra,MAT161,LEC1,CSD21 CSD22 CSD23,,TTh,2:00 PM,3:30 PM,110,"Santosh  Singh[20500163],
",3,YES,,
Applied Linear Algebra,MAT161,TUT1,CSD21,,M,5:00 PM,6:00 PM,37,"Santosh  Singh[20500163],
",1,YES,,
Applied Linear Algebra,MAT161,TUT2,CSD22,,W,5:00 PM,6:00 PM,37,"Santosh  Singh[20500163],
",1,YES,,
Applied Linear Algebra,MAT161,TUT3,CSD23,,F,5:00 PM,6:00 PM,36,"Santosh  Singh[20500163],
",1,YES,,
Real Analysis I,MAT220,LEC1,MAT2YR,,MW,9:30 AM,11:00 AM,30,"Niteesh  Sahni[20500011],
",3,NO,,
Real Analysis I,MAT220,TUT1,MAT2YR,,M,2:00 PM,3:00 PM,30,"Niteesh  Sahni[20500011],
",1,NO,,
Real Analysis II,MAT221,LEC1,MAT2YR,,TTh,3:30 PM,5:00 PM,30,"Sanjeev  Agrawal[20500033],
",3,YES,,
Real Analysis II,MAT221,TUT1,MAT2YR,,W,2:00 PM,3:00 PM,30,"Sanjeev  Agrawal[20500033],
",1,YES,,
Algebra II,MAT241,LEC1,MAT2YR,,MW,8:00 AM,9:30 AM,30,"Satyanarayana  Reddy[20500099],
",3,YES,,
Algebra II,MAT241,TUT1,MAT2YR,,M,1:00 PM,2:00 PM,30,"Satyanarayana  Reddy[20500099],
",1,YES,,
Combinatorics,MAT246,LEC1,MAT2YR,,TThF,10:00 AM,11:00 AM,40,"Satyanarayana  Reddy[20500099],
",3,YES,Major Elective,
Combinatorics,MAT246,TUT1,MAT2YR,,W,3:00 PM,4:00 PM,40,"Satyanarayana  Reddy[20500099],
",1,YES,Major Elective,
Numerical Analysis I,MAT280,LEC1,MAT2YR,,TTh,5:00 PM,6:30 PM,28,"Santosh  Singh[20500163],
",3,YES,,
Numerical Analysis I,MAT280,PRAC1,MAT2YR,B113,W,4:00 PM,5:00 PM,28,"Santosh  Singh[20500163],
",2,YES,,
Introduction to Statistics,MAT283,LEC1,MAT2YR,,TTh,2:00 PM,3:30 PM,30,"Qazi Azhad Jamal[20501762],
",3,YES,,
Introduction to Statistics,MAT283,TUT1,MAT2YR,,M,4:00 PM,5:00 PM,30,"Qazi Azhad Jamal[20501762],
",1,YES,,
Partial Differential Equations,MAT330,LEC1,MAT3YR,,MW,11:00 AM,12:30 AM,30,"Samit  Bhattacharyya[20500432],
",3,YES,,
Partial Differential Equations,MAT330,TUT1,MAT3YR,,F,1:00 PM,2:00 PM,30,"Samit  Bhattacharyya[20500432],
",1,YES,,
Geometry of Curves & Surfaces,MAT332,LEC1,MAT2YR MAT3YR,,TThF,9:00 AM,10:00 AM,30,"Pradip  Kumar[20500271],
",3,YES,Major Elective,
Geometry of Curves & Surfaces,MAT332,TUT1,MAT2YR MAT3YR,,F,2:00 PM,3:00 PM,30,"Pradip  Kumar[20500271],
",1,YES,Major Elective,
Optimization I,MAT388,LEC1,MAT3YR,,TTh,3:30 PM,5:00 PM,30,"Dipti  Dubey[20501196],
",3,YES,Major Elective,
Optimization I,MAT388,TUT1,MAT3YR,,M,2:00 PM,3:00 PM,30,"Dipti  Dubey[20501196],
",1,YES,Major Elective,
Machine Learning through R.,MAT394,LEC1,MAT3YR CSD3YR,,TTh,2:00 PM,3:30 PM,30,"Niteesh  Sahni[20500011],
",3,YES,Major Elective,
Machine Learning through R.,MAT394,PRAC1,MAT3YR CSD3YR,C309,W,1:00 PM,3:00 PM,30,"Niteesh  Sahni[20500011],
",2,YES,Major Elective,
Undergraduate Seminar,MAT399,LEC1,MAT3YR,,MW,3:00 PM,4:30 PM,30,"Charu  Sharma[20500010],
",3,NO,,
Undergraduate Seminar,MAT399,PRAC1,MAT3YR,B113,F,3:00 PM,5:00 PM,30,"Charu  Sharma[20500010],
",2,NO,,
